dataset,scene,image,rotation_matrix,translation_vector
pt_stpeters_stpauls,st_peters_square,st_peters_square_94126033_8728856148.png,0.886857309;-0.135730716;-0.441657431;0.151726888;0.988422039;0.000907644;0.436420743;-0.067816259;0.897183309,25.745887708;8.289193162;22.368546808
pt_stpeters_stpauls,st_peters_square,st_peters_square_56468077_4089051561.png,0.999898732;0.007626723;-0.012014918;-0.008899539;0.993922816;-0.109718887;0.011105105;0.109814704;0.993890038,-51.327848618;1.514300405;12.775044265
pt_stpeters_stpauls,st_peters_square,st_peters_square_87967653_2756655360.png,-0.027821608;0.926872712;-0.374343338;-0.991799411;0.021136056;0.126044418;0.124739274;0.374780261;0.918683770,2.020579225;-4.144955914;-23.643573438
pt_stpeters_stpauls,st_peters_square,st_peters_square_40696807_2666761892.png,0.950351578;0.096605560;0.295802710;-0.042352423;0.981899447;-0.184607012;-0.308282581;0.162913604;0.937241169,-47.024388313;5.232975269;58.375782078
pt_stpeters_stpauls,st_peters_square,st_peters_square_33563670_5242619236.png,0.957618103;-0.057202931;-0.282303727;0.029021839;0.994255960;-0.103018536;0.286575125;0.090459442;0.953777640,9.760897246;21.808923292;122.895712341
pt_stpeters_stpauls,st_peters_square,st_peters_square_09150846_12806538585.png,0.964358764;-0.049249742;-0.259974302;0.038152604;0.998139312;-0.047563568;0.261833065;0.035949647;0.964443399,14.032839934;11.781224906;50.608591954
pt_stpeters_stpauls,st_peters_square,st_peters_square_32164473_4104406816.png,0.959302823;-0.014732007;-0.281994790;-0.046987203;0.976388097;-0.210851812;0.278442627;0.215520885;0.935959642,24.152747578;4.683050771;113.327253964
pt_stpeters_stpauls,st_peters_square,st_peters_square_85174888_2795417037.png,0.998207801;-0.031040981;-0.051162904;0.024129603;0.991146782;-0.130559640;0.054762647;0.129091110;0.990119456,-22.166333909;9.148892770;62.035095658
pt_stpeters_stpauls,st_peters_square,st_peters_square_11170243_108218811.png,0.991996502;-0.037023224;-0.120715452;0.023665527;0.993620239;-0.110266781;0.124027748;0.106527466;0.986543976,-1.978584334;-6.938978711;-35.645579710
pt_stpeters_stpauls,st_peters_square,st_peters_square_05036686_9559490324.png,0.956570800;-0.091983837;-0.276606722;0.050990615;0.987078286;-0.151909232;0.287005683;0.131207588;0.948900578,-45.150946879;-0.618541490;5.448094846
pt_stpeters_stpauls,st_peters_square,st_peters_square_89231283_4583657302.png,0.999640407;0.009999095;-0.024881194;-0.016937506;0.954794489;-0.296783769;0.020788858;0.297098473;0.954620511,-30.137007391;-1.675356176;68.779848967
pt_stpeters_stpauls,st_peters_square,st_peters_square_14434211_3241927710.png,0.996235398;-0.005987288;-0.086482274;-0.007455229;0.987998838;-0.154281285;0.086368113;0.154345222;0.984234780,-25.815379993;-3.325683356;-19.517994598
pt_stpeters_stpauls,st_peters_square,st_peters_square_51383333_4555047040.png,0.911402033;-0.118403115;-0.394115513;0.042031745;0.979488836;-0.197065858;0.409364956;0.163040861;0.897684806,34.944446231;-0.025828312;-2.242956326
pt_stpeters_stpauls,st_peters_square,st_peters_square_77282490_453023076.png,0.861344728;0.070060777;0.503166719;-0.104825071;0.993641433;0.041090221;-0.497088488;-0.088137333;0.863211936,-136.043754570;-36.249789807;-82.421836388
pt_stpeters_stpauls,st_peters_square,st_peters_square_07459783_2116496273.png,0.999252374;0.031164788;0.022878990;-0.028928854;0.995312011;-0.092288258;-0.025647877;0.091557398;0.995469452,-33.745793943;8.163022880;42.166531733
pt_stpeters_stpauls,st_peters_square,st_peters_square_64856605_10034558183.png,0.990258805;-0.025613712;-0.136862837;0.018483444;0.998417207;-0.053117251;0.138006741;0.050070129;0.989164861,-0.689117490;10.736495697;45.364810236
pt_stpeters_stpauls,st_peters_square,st_peters_square_84356787_41289007.png,0.895457291;-0.096841445;-0.434485874;0.058234750;0.993145933;-0.101340362;0.441321826;0.065443790;0.894959304,33.023993907;7.913262183;39.462168811
pt_stpeters_stpauls,st_peters_square,st_peters_square_91440455_2973906531.png,0.905662532;-0.080686042;-0.416251295;0.033397361;0.992251457;-0.119673151;0.422681907;0.094481794;0.901339667,23.714370264;8.734555041;51.568058636
pt_stpeters_stpauls,st_peters_square,st_peters_square_16459160_169609859.png,0.997631147;-0.007005773;-0.068432554;-0.004816839;0.985244389;-0.171085625;0.068621377;0.171009977;0.982876744,-14.762684932;9.322093648;84.045823582
pt_stpeters_stpauls,st_peters_square,st_peters_square_04687924_2163037290.png,0.999955526;0.007279365;0.005996438;-0.006676942;0.995455275;-0.094995858;-0.006660696;0.094951595;0.995459607,-29.278142329;8.350406635;45.107351220
pt_stpeters_stpauls,st_peters_square,st_peters_square_47361588_602059416.png,0.997835293;-0.011672004;-0.064718560;0.004644858;0.994174240;-0.107684751;0.065598422;0.107151036;0.992076359,-16.976394714;5.948768884;36.354661865
pt_stpeters_stpauls,st_peters_square,st_peters_square_57954696_5417448065.png,0.999863435;-0.008468504;0.014191433;0.007391520;0.997208891;0.074295315;-0.014780993;-0.074180273;0.997135301,-33.827713701;17.293285345;48.938902099
pt_stpeters_stpauls,st_peters_square,st_peters_square_20328156_5873219320.png,0.974904505;0.066018545;0.212609400;-0.083535015;0.993717680;0.074478677;-0.206356746;-0.090369927;0.974294704,-81.642458222;-32.565025454;-88.167217369
pt_stpeters_stpauls,st_peters_square,st_peters_square_93849170_8602630853.png,0.994189547;0.003674297;-0.107580873;-0.017896520;0.991149840;-0.131535963;0.106145463;0.132697002;0.985456567,-20.843436954;-6.249069622;-45.772878004
pt_stpeters_stpauls,st_peters_square,st_peters_square_78236367_3680548187.png,0.896280057;0.132776172;0.423146012;-0.045138868;0.976487486;-0.210795330;-0.441185383;0.169831319;0.881199626,-56.797350368;2.893801580;45.272375862
pt_stpeters_stpauls,st_peters_square,st_peters_square_94275623_8588288449.png,0.762445473;-0.178475905;-0.621951166;-0.020930125;0.953900997;-0.299390744;0.646713871;0.241286633;0.723561973,61.229892927;26.427364963;116.872446805
pt_stpeters_stpauls,st_peters_square,st_peters_square_48141965_9536256202.png,0.995843178;0.058425341;0.069877345;-0.045760560;0.984244006;-0.170791417;-0.078754905;0.166883841;0.982826256,-24.325346518;9.555352739;79.598441242
pt_stpeters_stpauls,st_peters_square,st_peters_square_22421524_4050930227.png,0.999330991;0.035843772;0.007265940;-0.035803113;0.999342887;-0.005650789;-0.007463711;0.005386866;0.999957636,-31.345410727;-13.072116597;-50.639001249
pt_stpeters_stpauls,st_peters_square,st_peters_square_01086691_5427945640.png,0.999660212;0.004791595;-0.025622280;-0.007020906;0.996127666;-0.087637775;0.025103137;0.087787889;0.995822835,-25.732338396;-4.334052782;-19.394812545
pt_stpeters_stpauls,st_peters_square,st_peters_square_35727766_2927321004.png,0.995356688;-0.029886000;-0.091498033;0.022046966;0.996092758;-0.085516947;0.093696288;0.083102611;0.992126485,-12.133850747;-2.126940290;-5.788167996
pt_stpeters_stpauls,st_peters_square,st_peters_square_71743967_13589039945.png,0.993894555;-0.015024508;-0.109306348;0.001768671;0.992727343;-0.120371485;0.110319923;0.119443237;0.986692874,-4.878154509;1.849009906;15.286363107
pt_stpeters_stpauls,st_peters_square,st_peters_square_51093586_7936643532.png,0.958994845;-0.096224750;-0.266588980;0.106037131;0.994104740;0.022625024;0.262840281;-0.049965612;0.963544718,22.485074650;9.644661305;26.093989891
pt_stpeters_stpauls,st_peters_square,st_peters_square_33011793_12700964863.png,0.993231791;-0.016631764;-0.114952141;0.001503771;0.991453159;-0.130454480;0.116139352;0.129398675;0.984767807,-7.003363975;19.685997040;137.152625026
amy_gardens,peach,peach_0100.png,-0.3966172770561529;-0.036793527002595125;0.9172464074125734;0.20132614537102195;0.9713841179714812;0.12601856427849678;-0.8956352598745817;0.23464682338245446;-0.3778602248794045,21.812480308914225;-3.953634208801716;13.15587880280033
amy_gardens,peach,peach_0091.png,-0.11899398969829611;-0.049204104404681;0.9916750407897819;0.1718914025394509;0.9826694974756806;0.06938302720344397;-0.9779027437065011;0.17871657684900594;-0.10847400154263265,19.077592621376635;-4.513699236041858;19.85842629215952
amy_gardens,peach,peach_0075.png,0.12497984729618195;-0.04577423159328514;0.9911027986500025;0.10162039559527156;0.9942722371118212;0.033106097742180464;-0.9869414030067254;0.09657866343400384;0.1289155878876478,15.47909128195475;-3.692631256379139;23.662453331837828
amy_gardens,peach,peach_0087.png,0.4157664654339206;-0.01797975383145186;0.909293668004317;0.048415565551815705;0.9988244254070251;-0.002387513900286759;-0.9081817985584618;0.045016615404610535;0.41614820089077764,9.481751642583136;-3.4100441412156224;27.53295428959278
amy_gardens,peach,peach_0089.png,0.9312595159603902;0.04518245869070741;0.36154427026282987;-0.05129255411798133;0.9986568760990013;0.007315580102615439;-0.3607281356163857;-0.025357232633833382;0.932326242754048,-8.620913242923873;-1.5363544579978545;26.965634762836824
amy_gardens,peach,peach_0028.png,-0.4601932278619958;0.1636650042121922;0.8726029792673072;0.3892965075020062;0.9205335720175809;0.032652289893569025;-0.7979163002951487;0.35472765494781533;-0.48733753040221095,-18.09157951881089;5.937142756689111;-2.0485541192902397
amy_gardens,peach,peach_0161.png,-0.45098596055300644;0.05517789211347113;0.8908238117641426;0.26644425504798763;0.960898890535034;0.07537095674371971;-0.8518328018666604;0.27134613022937126;-0.44805374150155264,-18.222980490319866;3.8541583347102115;-3.410158846361572
amy_gardens,peach,peach_0189.png,-0.30427640888243346;-0.022366942820300512;0.9523211574182756;-0.07971695809951392;0.9968154139562765;-0.0020584194270255943;-0.9492423682015941;-0.07654247427442243;-0.3050904391208922,-17.01565484305776;0.8541208300717456;-7.142796109547462
amy_gardens,peach,peach_0155.png,-0.46895138208553067;8.64035680461922e-05;0.883223977128392;0.07298764024024622;0.9965834383122827;0.03865559278848242;-0.8802030479453199;0.08259202755770083;-0.4673554871526353,-17.41050406549165;2.005939919796525;-3.5254210257512995
amy_gardens,peach,peach_0042.png,-0.3423864672750636;0.014981488989618236;0.9394397596517597;0.2463718574411242;0.9663168256002502;0.07438212435031696;-0.9066820914123718;0.25691895132416676;-0.3345448214553295,-16.029249481996047;3.2411852985132104;-5.03177855683327
amy_gardens,peach,peach_0188.png,-0.22816850062911653;-0.004285335339960644;0.97361222836491;0.25770011976205587;0.9640605994316784;0.06463597216763167;-0.9388981753072501;0.2656478807076332;-0.21886393005760496,-14.027056684393743;3.1038344562529177;-6.1850942539729346
amy_gardens,peach,peach_0082.png,-0.4179768740494392;0.03636471249655086;0.9077295524796479;0.260948159392453;0.9618959469904024;0.08162257820681681;-0.8701731959038669;0.2709867060364405;-0.41153956587668405,-13.842562133306629;2.7149857426701858;-3.044917509254059
amy_gardens,peach,peach_0011.png,-0.6725946778319176;0.048132829789200485;0.7384440602027096;0.2756092418122282;0.9423847340509394;0.18960632599000768;-0.6867721202697936;0.33105021329735485;-0.6471088093171875,-12.831415653281729;1.4074424937801784;1.2594298065372969
amy_gardens,peach,peach_0121.png,-0.21114321270375846;0.011436770195494897;0.9773882258430528;0.20867864935428782;0.9774054118237477;0.03364345763027886;-0.9549197688983118;0.21106364259423177;-0.20875912852387746,-9.721508872070846;1.9970950970336887;-4.482308781420998
amy_gardens,peach,peach_0126.png,-0.20915919909037672;-0.044768219528930286;0.9768563026136863;0.1951256420853757;0.9769517706076963;0.08655184404307553;-0.9582162664224827;0.20871282765248644;-0.19560302230962967,-9.603306117016981;1.44120018336395;-4.527848743544434
amy_gardens,peach,peach_0045.png,-0.1418865851684652;0.017476308966382303;0.989728637341642;0.32468820670253623;0.9453498230890968;0.029854319849973415;-0.9351180488994547;0.3255891438766424;-0.13980680960579872,-8.38391067664223;2.4406754615255712;-4.212143989503485
amy_gardens,peach,peach_0080.png,-0.19381154823356206;-0.005242368051082358;0.9810247710167808;0.398011992997794;0.9135710073951357;0.08351327964438324;-0.8966735956864316;0.4066454623185336;-0.17497408600850695,-8.313914981608526;2.3221107710237203;-3.5359585038787786
amy_gardens,peach,peach_0043.png,-0.17414770950828973;-0.07612095652754812;0.9817729754125176;0.031741976771337124;0.9960556565889356;0.08285877073570676;-0.9842078145308869;0.04559308011656647;-0.17104458150382928,-7.08768221035514;0.3015282699061969;-3.5114859470034325
amy_gardens,peach,peach_0140.png,-0.027227992552289138;0.05025608463630231;0.9983651448135605;0.17650945653112576;0.983284208819975;-0.04468306659532756;-0.9839222775080659;0.1750042589261892;-0.03564352930106973,-4.344958761196436;1.1663452520007038;-2.683518615805377
amy_gardens,peach,peach_0136.png,-0.3067034711599288;-0.0022884804435789885;0.9518023658489773;0.28012612548377946;0.9554900991118594;0.09256362309598101;-0.9096495669211836;0.2950142934782455;-0.2924110668966464,-2.607642641476605;0.25053105343812865;-0.1596735090852883
amy_gardens,peach,peach_0135.png,-0.48041474568955667;0.010618741204550364;0.8769771459161695;0.2584144217543346;0.9572510718245536;0.12997065868924537;-0.8381071881050852;0.28906336299499147;-0.4626215660997812,-0.009717714814459745;-0.31319906341378456;0.9083930302042807
amy_gardens,peach,peach_0158.png,-0.18647165314060654;0.02028988357105932;0.9822508046317309;0.4054945438230814;0.9122469037375958;0.05813571665405806;-0.8948756882968276;0.4091380051349943;-0.1783356252952195,2.1791356231919337;-1.3741989814472912;2.1547145464401813
amy_gardens,peach,peach_0151.png,-0.4088640117677671;-0.0769293981386183;0.9093470666270372;0.4268878876953319;0.8645800956199643;0.2650811000369342;-0.806595903299902;0.4965713704592759;-0.3206554581166705,5.309177580640823;-1.6593760474681258;2.532017818945619
amy_gardens,peach,peach_0154.png,-0.14611691351335576;0.04386614582493853;0.9882942926253273;0.4498443168747618;0.8927022338880789;0.026885166667004523;-0.8810731741239259;0.44850694850994105;-0.150171831504752,5.029554429428794;-2.960185286957019;3.963944993487216
amy_gardens,peach,peach_0097.png,-0.3532844291776931;-0.0068613072476960135;0.9354907987593702;0.27249756821960525;0.9558572267925937;0.10991832105146866;-0.894949823965005;0.29375139906258296;-0.3358197852029894,10.750553077571427;-2.639153468235462;5.425638658008367
amy_gardens,peach,peach_0024.png,0.009572518268454733;0.046505623906397286;0.9988721609090312;0.18683498173650676;0.9812434861881535;-0.0474753663791881;-0.9823446729603209;0.1870787207525102;0.0007040938041417144,12.64863438445793;-4.759015513398231;13.820426972028837
amy_gardens,peach,peach_0116.png,0.23700335288282326;0.32067561067727557;0.9170586477641747;0.24247319054975747;0.8945548196302389;-0.37547093967567147;-0.9407636061130986;0.3113500078578241;0.13425725313744497,9.346658259444151;-11.3171597959009;17.086099526246986
amy_gardens,peach,peach_0006.png,0.2456344195039667;0.2395471094485222;0.9392980966177922;0.23554963104597282;0.9251926932347446;-0.2975480661996409;-0.940308514940206;0.29433936661598215;0.1708339368832994,9.920913539981841;-10.21322134460617;17.771331029302623
amy_gardens,peach,peach_0023.png,0.9274736378694933;-0.1250276759667962;-0.3523644864333944;0.12114149043888399;0.9920814422567725;-0.03315344965411436;0.35371936666144493;-0.011937008505648765;0.93527542332543,18.86253287573926;3.856478603115096;-5.954020555851636
amy_gardens,peach,peach_0170.png,0.9485763279949787;-0.08975659543444173;-0.30355675506168606;0.11022728120076972;0.992599569141787;0.0509513671909313;0.2967370830325205;-0.0817914965968751;0.9514500799504904,17.735310725991027;2.521752039811567;-6.769363179197406
amy_gardens,peach,peach_0096.png,0.9401632980889603;-0.05349550382642782;-0.33649844575695353;0.09245750984059262;0.9905971979692337;0.10084046930463728;0.3279399057762954;-0.125918316562204;0.9362691897918969,13.553849653961022;1.1898818674999374;-3.950521986743537
amy_gardens,peach,peach_0175.png,0.9658053398000956;-0.01705255014997649;-0.2587068923453805;0.037121681860830286;0.9966489653276098;0.0728890982742142;0.2565970115754373;-0.08000031527929931;0.9632019119612293,5.208230854760582;0.2801924478303595;0.0970573686779804
amy_gardens,peach,peach_0132.png,0.9556674322318651;-0.02183011772534903;-0.29363788061394747;0.04273665108883597;0.9969715722715071;0.06497124545666506;0.29133028957707874;-0.07464000296474087;0.953706208605333,3.371347819641655;0.17142264930127962;1.2582891411637398
amy_gardens,peach,peach_0181.png,0.891853499202102;-0.0017531392536602672;-0.4523209728320407;0.010062299999787446;0.9998219197878286;0.015964925007497265;0.4522124346805168;-0.018789763557267282;0.89171231835485,1.2335572624551654;-0.1389697500710577;2.347014304891665
amy_gardens,peach,peach_0078.png,0.9597782575064544;-0.056112477461974446;-0.275094686046375;0.06311988805369893;0.997866567966872;0.016679096681312275;0.2735718847944041;-0.03337218013698622;0.9612724491230058,-13.443676096211917;-2.164660875538879;10.96592258788621
amy_gardens,peach,peach_0057.png,-0.9327981201316655;-0.0811434386876458;0.3511458520853918;0.1053823003008054;0.870331122816457;0.4810595674553789;-0.3446479912347415;0.48573601782757436;-0.8032921530320511,-20.824579716508634;-4.73208893161084;9.55532455983321
amy_gardens,peach,peach_0002.png,-0.5093616130184362;-0.06010788473120726;0.8584508077789883;0.08208725438591655;0.9896151146681665;0.11799833680053894;-0.8566285250040646;0.1305716930021645;-0.49913785985027204,-20.066532992299177;1.2105785288925492;-3.2822821420922943
amy_gardens,peach,peach_0086.png,-0.5030423355762301;-0.07672857518120343;0.8608490775790343;0.15962107072821494;0.9706677149434804;0.17979238289199173;-0.84939362041258;0.22785283170736492;-0.47603945706773687,-16.801649341856585;0.8998424280666716;-2.3627074504379504
amy_gardens,peach,peach_0064.png,-0.5704141873583934;0.0024999299682703924;0.8213533984896014;0.21490172892984113;0.9656147095031824;0.14630611639316263;-0.7927451682370755;0.2599653498857844;-0.5513375690949538,-8.509777119648241;0.6092423615891012;0.9287043206811519
amy_gardens,peach,peach_0145.png,-0.5710493505964793;0.0006150202609346844;0.8209155017012523;0.1925234473777794;0.9722106834247755;0.13319575535469047;-0.7980209028547532;0.23410683199088783;-0.5552986852335198,-7.387970951142098;0.46573815602341584;1.1962581306295925
amy_gardens,peach,peach_0007.png,-0.5730834190096918;0.0017332856077563463;0.8194952047310372;0.19223212284290983;0.9723805886339442;0.13237372018347385;-0.7966317880950214;0.23339448701480967;-0.5575883854848696,-7.305813270597872;0.46967678914823274;1.2364801649766783
amy_gardens,peach,peach_0177.png,-0.48202758841727356;0.006193280189531664;0.8761341491376319;0.1949210880320838;0.9756725211852451;0.10034391284186653;-0.8541985562180593;0.21914555593148913;-0.47150827338495604,-6.615957325591092;0.5845707892768642;0.65611481966472
amy_gardens,peach,peach_0174.png,-0.38009962678707954;-0.07001077434479142;0.9222921257345559;0.18950454845980574;0.9700842954241706;0.15173821497709694;-0.9053244168967102;0.23245419171749354;-0.35546131846320317,-5.810012915368571;0.16108702437662226;0.10925137988967357
amy_gardens,peach,peach_0083.png,-0.2457429411872114;-0.07697339136562277;0.9662740314622627;0.16801185052089235;0.9783719926133386;0.12066591131860974;-0.9546635139886746;0.19199828408472805;-0.2274955691157874,-4.882674605723289;0.26069363042491506;-0.5217704341122122
amy_gardens,peach,peach_0120.png,-0.7992996846659126;0.027171076169415775;0.6003180379705154;0.36765555076490214;0.8123079969225682;0.45275281791216004;-0.4753413616389067;0.5825954434729479;-0.6592671227657496,-3.1711981188768568;-0.20822677396272965;0.7332173987527535
amy_gardens,peach,peach_0029.png,-0.26201651665092407;-0.06905628620035974;0.9625895149742335;0.1265226513997194;0.9863694163092046;0.10520167894394167;-0.9567336952804063;0.14935395510683036;-0.24970789416645545,-3.428719645448791;0.1305971841245547;-0.3047876595491064
amy_gardens,peach,peach_0050.png,-0.19952368240844343;0.12266403398406972;0.9721850826488387;0.41352586528834373;0.9099996772701486;-0.029949058511944543;-0.8883617837883961;0.396048131083812;-0.23229123739245638,-1.5153249033930665;0.16754881011899164;0.2715578776673417
amy_gardens,peach,peach_0001.png,-0.5292827317395059;-0.02270632365334013;0.848141623049191;0.061857593735933136;0.995948812149543;0.06526562399237883;-0.8461875843922354;0.0870079677044815;-0.5257339494234412,-1.5558070039060992;0.04552461579763032;1.079335795684489
amy_gardens,peach,peach_0068.png,-0.5332109029124239;-0.05282392273957895;0.8443315499267576;0.18144402133731155;0.9676821945943596;0.1751263469212708;-0.8262954678178158;0.2465781893263211;-0.5063941117472537,2.071624567677253;-0.665691828489008;2.5216251813218395
amy_gardens,peach,peach_0172.png,-0.7432195179397283;-0.16050062958651118;0.6495108128859529;0.001562716155802113;0.9703799502041963;0.24157878665130725;-0.6690458176176383;0.18056107040011413;-0.7209545018822692,-1.1385851175342727;-0.31971565840267446;2.3697358197642746
amy_gardens,peach,peach_0143.png,-0.10699016886803014;-0.08977777408648238;0.990198492750654;0.0937799094809291;0.9905637676884448;0.09994373777591861;-0.989827476049912;0.10355372240025643;-0.09756123325230925,20.07030118198307;-2.308645929757155;21.88456770010396
amy_gardens,peach,peach_0041.png,-0.8095479083472066;-0.1728937517150651;0.5610168756005057;-0.025740726189987018;0.9651831225342035;0.26030550318872814;-0.5864892148248558;0.19628879385490722;-0.7858123887424471,-1.8112330307475932;-0.5134012130819455;2.675728561440846
amy_gardens,peach,peach_0106.png,0.05755772055145569;0.1466377377657526;-0.9875142949182372;-0.009089557411289195;0.9891901076353266;0.14635679315453023;0.9983008007364251;0.0005521044769324079;0.05826839992362187,16.77671403433371;-0.29657001370754904;20.474232886696555
amy_gardens,peach,peach_0102.png,-0.8590814222589764;-0.13226799938755116;0.4944535228588321;-0.03088356868069079;0.9776684910929958;0.20787141869311868;-0.5109063662894013;0.16330798468525523;-0.8439817456693011,-5.513535368265719;-0.6800619033399348;3.6693007834916616
amy_gardens,peach,peach_0167.png,-0.03480852467904194;0.12801197308190193;-0.9911615919502464;0.005696022727378805;0.9917719037837252;0.12789075881507067;0.9993777673806624;-0.0011939903198177754;-0.03525127589688726,14.807948007276995;0.3082909964042112;21.91489673309772
amy_gardens,peach,peach_0131.png,-0.8350828751443915;-0.15267244516071407;0.5285146318970045;-0.027281608200693003;0.9710298638709508;0.2373956977806181;-0.5494472727155549;0.18382635273379994;-0.8150555604043372,-6.403365059634147;-0.9630676281234098;3.4450518257312805
amy_gardens,peach,peach_0000.png,0.668323737339672;0.05518242271184605;-0.7418209233581812;-0.12500181005157207;0.9913948355601098;-0.03886936465358915;0.7332925266168775;0.11870627720720642;0.6694706044027938,6.652354893289591;-0.44507314546076004;3.987122621152594
amy_gardens,peach,peach_0184.png,0.7922365103781196;0.06385076337786444;-0.6068643931225192;-0.13349702631935054;0.9885552083245459;-0.07026481379968427;0.5954324945682677;0.13668094274798384;0.7916934155983186,21.905943161249763;0.4482408300082724;-0.6259069258435038
amy_gardens,peach,peach_0196.png,-0.8269199102560838;-0.15488190646127808;0.5405691973031672;-0.02260050513750017;0.9696973623517001;0.24326167518884978;-0.5618653568156702;0.18894078569508366;-0.8053624651741129,-6.604853884544277;-0.9872615416406946;3.367014532236961
amy_gardens,peach,peach_0156.png,-0.9749284071437752;-0.20285309133258847;0.09146160003474091;-0.18150787389519665;0.9627358428674027;0.2004858812296696;-0.1287225413754242;0.1788583802766991;-0.9754179551077828,-8.529323536589716;-2.3155184325917793;9.781289598828122
amy_gardens,peach,peach_0031.png,0.30077978730702326;0.10550550747900436;-0.9478397055616207;-0.13839142384758607;0.9881707371473798;0.06607880182813385;0.943599138062864;0.11129771847258037;0.31182284154599493,19.215293315330726;-1.589657658692858;13.23766528419375
amy_gardens,peach,peach_0074.png,-0.9346613791202043;-0.232297357861738;0.26915802776728354;-0.16957618515515777;0.9566501816536006;0.23677911092483797;-0.3124932380217879;0.17566549881120289;-0.9335360778877642,-12.348611586661947;-3.1516310289611487;9.517589367444948
amy_gardens,peach,peach_0056.png,-0.3699435764983823;-0.12203858982366197;0.9210039808825135;0.17602673331604254;0.9641714836738604;0.1984639494422841;-0.9122260352377958;0.2355417853884925;-0.335206992722904,22.958508372397915;-2.0910977714818575;11.051054635106487
amy_gardens,peach,peach_0053.png,-0.9631397193746893;-0.15148700689094075;0.22229162761127244;-0.09168958512957645;0.9617468353795391;0.2581395835903667;-0.25289306226468666;0.22824265898526908;-0.9401863579512966,-13.731914121952583;-3.0267821008571847;11.353848384853311
amy_gardens,peach,peach_0124.png,-0.5103710951423293;-0.0776174319687421;0.85644432364153;0.1351797099674584;0.976295799046092;0.16903537729737705;-0.8492630871857871;0.20204466590219716;-0.4877808542000559,10.007094711469547;-0.9162376928918091;4.326353784178121
amy_gardens,peach,peach_0084.png,0.024005243180525326;0.005770517983089085;0.9996951782528768;0.17951546335853943;0.9837044380627151;-0.009988841318534336;-0.9834622243457108;0.1797005277063059;0.022578167043904473,12.589194037646433;-4.208169633527086;14.195534715360122
amy_gardens,peach,peach_0032.png,-0.8354394380182364;-0.10846725889386286;0.5387724929428243;0.043689784477826704;0.9641201503575487;0.26184640231788314;-0.5478431784151875;0.24229566529880264;-0.8007250854327947,0.757233045993635;-0.3531245395176194;2.163201086238284
amy_gardens,peach,peach_0088.png,-0.4198110358803602;-0.02012092511784179;0.9073884738773476;0.2623209342324066;0.9543968777641733;0.14252833815573326;-0.8688765284069405;0.29786196146268806;-0.3953882020206265,-18.747118312727515;2.8821249167265854;-4.454848461409242
amy_gardens,peach,peach_0098.png,-0.9672688736842996;-0.1585355274681835;0.19813483422127315;-0.0930240686201647;0.9479927407839339;0.30439495080949674;-0.23608779862343043;0.27600045281004504;-0.9317114904249022,-14.41961728299773;-3.9483026296670483;11.78024729194596
amy_gardens,peach,peach_0148.png,-0.0390371417068327;0.13622842831022264;-0.989908034560528;0.0917600307681274;0.9869660265267733;0.1322049894496609;0.995015677424629;-0.08567308680139385;-0.051028657410594924,14.796074066201003;2.23170334339016;22.45169109233284
amy_gardens,peach,peach_0110.png,0.9936213397342932;0.0359915672306282;-0.10687020311064904;-0.03497805957220544;0.9993237017396327;0.011343477860020563;0.10720619652422828;-0.007533009337621948;0.9942082705334571,-18.490784580944904;-1.9481833464354072;22.751123209962397
amy_gardens,peach,peach_0071.png,-0.45156178226508703;-0.04061388854187904;0.8913150222312455;0.16415671200034831;0.9781289439749247;0.12773544090710842;-0.8770088544038838;0.20399578676042923;-0.43501860682180093,10.905792603918547;-1.5736348404121563;5.137799971634995
amy_gardens,peach,peach_0025.png,-0.4159822099851751;-0.03691116580102038;0.9086233360502358;0.16103466827380006;0.980394823452306;0.11355098309512354;-0.8950009142955091;0.193555046400582;-0.4018828279773492,-15.824495783602705;1.7315859315717403;-3.76448535498708
amy_gardens,peach,peach_0138.png,-0.9468408016777312;-0.12873859886366384;-0.2948200628194969;-0.21072691837435342;0.9406543551266858;0.26601419145159805;0.24307748178455368;0.31399961360457046;-0.9177786119241724,-9.21534218646757;-5.6631245395034515;20.26038895957758
amy_gardens,peach,peach_0070.png,0.09470767099551403;-0.8420496283040595;-0.5310206027336426;-0.9633952954280822;0.05685986951683675;-0.2619856102643173;0.2507986479262676;0.5363947974314478;-0.805841584610048,8.457943853930658;-11.326025709108581;18.377516999771018
amy_gardens,peach,peach_0180.png,-0.19716054742445;0.03139344595972818;0.9798684452976659;0.3090398390433504;0.9505196684012982;0.03172913277015593;-0.930388142886264;0.30907411980471566;-0.197106803646117,-10.468810335819626;2.885329062640932;-4.703156307385603
amy_gardens,peach,peach_0123.png,-0.4844091753138271;-0.02103186191724543;0.8745887099980606;0.17723252954175223;0.9766217493547732;0.12164945194884563;-0.8567008703999371;0.2139336800775336;-0.4693570061099266,-10.84302846915862;1.0431963662546704;-0.794773389887346
amy_gardens,peach,peach_0047.png,-0.48472151801069363;-0.011177681473379497;0.8745971126263157;0.14148643934327007;0.9857475247241019;0.09101321322901088;-0.8631492556095799;0.16785969420079946;-0.47623154620776886,-7.038405457478054;0.5851781496643265;0.48234405595064395
amy_gardens,peach,peach_0119.png,-0.7741580993497774;-0.1098197602507244;0.6233930200680902;0.04998608685514955;0.9711533448208599;0.2331578262983368;-0.6310155531617667;0.2116619973016634;-0.7463367675293915,8.568678024082262;0.039141619451944706;1.6101897442361763
